run,group_size,groups,n_columns,auc
691,6,"('age', 'hours.per.week', 'education', 'relationship', 'sex', 'native.country')",68,0.8838106851881915
692,6,"('age', 'hours.per.week', 'education', 'race', 'sex', 'native.country')",67,0.832097376499474
693,6,"('age', 'hours.per.week', 'marital.status', 'occupation', 'relationship', 'race')",35,0.8784377897714296
694,6,"('age', 'hours.per.week', 'marital.status', 'occupation', 'relationship', 'sex')",32,0.8800726910691471
695,6,"('age', 'hours.per.week', 'marital.status', 'occupation', 'relationship', 'native.country')",72,0.8791334704975424
696,6,"('age', 'hours.per.week', 'marital.status', 'occupation', 'race', 'sex')",31,0.8797095739333889
697,6,"('age', 'hours.per.week', 'marital.status', 'occupation', 'race', 'native.country')",71,0.8777941876494431
698,6,"('age', 'hours.per.week', 'marital.status', 'occupation', 'sex', 'native.country')",68,0.8798221863910725
699,6,"('age', 'hours.per.week', 'marital.status', 'relationship', 'race', 'sex')",22,0.8495176265868354
700,6,"('age', 'hours.per.week', 'marital.status', 'relationship', 'race', 'native.country')",62,0.8478150259699403
701,6,"('age', 'hours.per.week', 'marital.status', 'relationship', 'sex', 'native.country')",59,0.8494252494040626
702,6,"('age', 'hours.per.week', 'marital.status', 'race', 'sex', 'native.country')",58,0.8473363728665255
703,6,"('age', 'hours.per.week', 'occupation', 'relationship', 'race', 'sex')",30,0.879925053815513
704,6,"('age', 'hours.per.week', 'occupation', 'relationship', 'race', 'native.country')",70,0.8798186036582625
705,6,"('age', 'hours.per.week', 'occupation', 'relationship', 'sex', 'native.country')",67,0.881109275987596
706,6,"('age', 'hours.per.week', 'occupation', 'race', 'sex', 'native.country')",66,0.8330005404480789
707,6,"('age', 'hours.per.week', 'relationship', 'race', 'sex', 'native.country')",57,0.8495889946244104
708,6,"('age', 'workclass', 'education', 'marital.status', 'occupation', 'relationship')",54,0.8868989435466785
709,6,"('age', 'workclass', 'education', 'marital.status', 'occupation', 'race')",53,0.8861757474325851
710,6,"('age', 'workclass', 'education', 'marital.status', 'occupation', 'sex')",50,0.8859803308541969
711,6,"('age', 'workclass', 'education', 'marital.status', 'occupation', 'native.country')",90,0.8863127797971015
712,6,"('age', 'workclass', 'education', 'marital.status', 'relationship', 'race')",44,0.8770551701872606
713,6,"('age', 'workclass', 'education', 'marital.status', 'relationship', 'sex')",41,0.8782471883859382
714,6,"('age', 'workclass', 'education', 'marital.status', 'relationship', 'native.country')",81,0.8775269444436802
715,6,"('age', 'workclass', 'education', 'marital.status', 'race', 'sex')",40,0.8780428579683188
716,6,"('age', 'workclass', 'education', 'marital.status', 'race', 'native.country')",80,0.8770115181707037
717,6,"('age', 'workclass', 'education', 'marital.status', 'sex', 'native.country')",77,0.8783103591308439
718,6,"('age', 'workclass', 'education', 'occupation', 'relationship', 'race')",52,0.8860637941977385
719,6,"('age', 'workclass', 'education', 'occupation', 'relationship', 'sex')",49,0.887494938315086
720,6,"('age', 'workclass', 'education', 'occupation', 'relationship', 'native.country')",89,0.8859213160793508
721,6,"('age', 'workclass', 'education', 'occupation', 'race', 'sex')",48,0.8381936113396418
722,6,"('age', 'workclass', 'education', 'occupation', 'race', 'native.country')",88,0.8261945232454584
723,6,"('age', 'workclass', 'education', 'occupation', 'sex', 'native.country')",85,0.8394752265204315
724,6,"('age', 'workclass', 'education', 'relationship', 'race', 'sex')",39,0.8786230600504998
725,6,"('age', 'workclass', 'education', 'relationship', 'race', 'native.country')",79,0.8773012609385131
726,6,"('age', 'workclass', 'education', 'relationship', 'sex', 'native.country')",76,0.8784504296527833
727,6,"('age', 'workclass', 'education', 'race', 'sex', 'native.country')",75,0.8276229731477328
728,6,"('age', 'workclass', 'marital.status', 'occupation', 'relationship', 'race')",43,0.8715231727718726
729,6,"('age', 'workclass', 'marital.status', 'occupation', 'relationship', 'sex')",40,0.8735454391410062
730,6,"('age', 'workclass', 'marital.status', 'occupation', 'relationship', 'native.country')",80,0.8724599284233041
731,6,"('age', 'workclass', 'marital.status', 'occupation', 'race', 'sex')",39,0.8728268289249096
732,6,"('age', 'workclass', 'marital.status', 'occupation', 'race', 'native.country')",79,0.870942168157542
733,6,"('age', 'workclass', 'marital.status', 'occupation', 'sex', 'native.country')",76,0.8736902961939799
734,6,"('age', 'workclass', 'marital.status', 'relationship', 'race', 'sex')",30,0.8398094811606724
735,6,"('age', 'workclass', 'marital.status', 'relationship', 'race', 'native.country')",70,0.8398538497237914
736,6,"('age', 'workclass', 'marital.status', 'relationship', 'sex', 'native.country')",67,0.8400499255250166
737,6,"('age', 'workclass', 'marital.status', 'race', 'sex', 'native.country')",66,0.8391344083136828
738,6,"('age', 'workclass', 'occupation', 'relationship', 'race', 'sex')",38,0.8735667349048287
739,6,"('age', 'workclass', 'occupation', 'relationship', 'race', 'native.country')",78,0.8722804478404549
740,6,"('age', 'workclass', 'occupation', 'relationship', 'sex', 'native.country')",75,0.8748517608472538
741,6,"('age', 'workclass', 'occupation', 'race', 'sex', 'native.country')",74,0.8201223643697737
742,6,"('age', 'workclass', 'relationship', 'race', 'sex', 'native.country')",65,0.8420242405982212
743,6,"('age', 'education', 'marital.status', 'occupation', 'relationship', 'race')",50,0.8836802450520453
744,6,"('age', 'education', 'marital.status', 'occupation', 'relationship', 'sex')",47,0.8823127589312657
745,6,"('age', 'education', 'marital.status', 'occupation', 'relationship', 'native.country')",87,0.8837866378855709
746,6,"('age', 'education', 'marital.status', 'occupation', 'race', 'sex')",46,0.8838257326659935
747,6,"('age', 'education', 'marital.status', 'occupation', 'race', 'native.country')",86,0.8830144013247743
748,6,"('age', 'education', 'marital.status', 'occupation', 'sex', 'native.country')",83,0.8848291558095531
749,6,"('age', 'education', 'marital.status', 'relationship', 'race', 'sex')",37,0.87499653191464
750,6,"('age', 'education', 'marital.status', 'relationship', 'race', 'native.country')",77,0.8733698852333167
751,6,"('age', 'education', 'marital.status', 'relationship', 'sex', 'native.country')",74,0.8753046182744367
752,6,"('age', 'education', 'marital.status', 'race', 'sex', 'native.country')",73,0.875311267826532
753,6,"('age', 'education', 'occupation', 'relationship', 'race', 'sex')",45,0.8838141532735515
754,6,"('age', 'education', 'occupation', 'relationship', 'race', 'native.country')",85,0.884289023011119
755,6,"('age', 'education', 'occupation', 'relationship', 'sex', 'native.country')",82,0.8858294261482401
756,6,"('age', 'education', 'occupation', 'race', 'sex', 'native.country')",81,0.8356904275799574
757,6,"('age', 'education', 'relationship', 'race', 'sex', 'native.country')",72,0.8728400993672378
758,6,"('age', 'marital.status', 'occupation', 'relationship', 'race', 'sex')",36,0.8716444984357502
759,6,"('age', 'marital.status', 'occupation', 'relationship', 'race', 'native.country')",76,0.8690205049257129
760,6,"('age', 'marital.status', 'occupation', 'relationship', 'sex', 'native.country')",73,0.8712164048577501
761,6,"('age', 'marital.status', 'occupation', 'race', 'sex', 'native.country')",72,0.8689878017406234
762,6,"('age', 'marital.status', 'relationship', 'race', 'sex', 'native.country')",63,0.8347553916402748
763,6,"('age', 'occupation', 'relationship', 'race', 'sex', 'native.country')",71,0.8715870027396154
764,6,"('hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'relationship')",54,0.8855664535599868
765,6,"('hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'race')",53,0.8849816942416713
766,6,"('hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'sex')",50,0.8866789924140075
767,6,"('hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'native.country')",90,0.8848138503749888
768,6,"('hours.per.week', 'workclass', 'education', 'marital.status', 'relationship', 'race')",44,0.8776746676829015
769,6,"('hours.per.week', 'workclass', 'education', 'marital.status', 'relationship', 'sex')",41,0.878293047365906
770,6,"('hours.per.week', 'workclass', 'education', 'marital.status', 'relationship', 'native.country')",81,0.877596449460194
771,6,"('hours.per.week', 'workclass', 'education', 'marital.status', 'race', 'sex')",40,0.8764548474776185
772,6,"('hours.per.week', 'workclass', 'education', 'marital.status', 'race', 'native.country')",80,0.8749122373770865
773,6,"('hours.per.week', 'workclass', 'education', 'marital.status', 'sex', 'native.country')",77,0.8776690499578557
774,6,"('hours.per.week', 'workclass', 'education', 'occupation', 'relationship', 'race')",52,0.8854202780613392
775,6,"('hours.per.week', 'workclass', 'education', 'occupation', 'relationship', 'sex')",49,0.8867240201999634
776,6,"('hours.per.week', 'workclass', 'education', 'occupation', 'relationship', 'native.country')",89,0.8856574549733605
777,6,"('hours.per.week', 'workclass', 'education', 'occupation', 'race', 'sex')",48,0.8142353611257095
778,6,"('hours.per.week', 'workclass', 'education', 'occupation', 'race', 'native.country')",88,0.799038583682091
779,6,"('hours.per.week', 'workclass', 'education', 'occupation', 'sex', 'native.country')",85,0.8141001057966668
780,6,"('hours.per.week', 'workclass', 'education', 'relationship', 'race', 'sex')",39,0.8766616141535487
781,6,"('hours.per.week', 'workclass', 'education', 'relationship', 'race', 'native.country')",79,0.875950713978459
782,6,"('hours.per.week', 'workclass', 'education', 'relationship', 'sex', 'native.country')",76,0.8759969455626393
783,6,"('hours.per.week', 'workclass', 'education', 'race', 'sex', 'native.country')",75,0.7953635310130525
784,6,"('hours.per.week', 'workclass', 'marital.status', 'occupation', 'relationship', 'race')",43,0.8736804651751492
785,6,"('hours.per.week', 'workclass', 'marital.status', 'occupation', 'relationship', 'sex')",40,0.8752613675239544
786,6,"('hours.per.week', 'workclass', 'marital.status', 'occupation', 'relationship', 'native.country')",80,0.8734087793807019
787,6,"('hours.per.week', 'workclass', 'marital.status', 'occupation', 'race', 'sex')",39,0.8735830435045799
788,6,"('hours.per.week', 'workclass', 'marital.status', 'occupation', 'race', 'native.country')",79,0.8704793937259412
789,6,"('hours.per.week', 'workclass', 'marital.status', 'occupation', 'sex', 'native.country')",76,0.87289756640151
790,6,"('hours.per.week', 'workclass', 'marital.status', 'relationship', 'race', 'sex')",30,0.8408188946334905
791,6,"('hours.per.week', 'workclass', 'marital.status', 'relationship', 'race', 'native.country')",70,0.8428738641877136
792,6,"('hours.per.week', 'workclass', 'marital.status', 'relationship', 'sex', 'native.country')",67,0.8435984360712062
793,6,"('hours.per.week', 'workclass', 'marital.status', 'race', 'sex', 'native.country')",66,0.8389827010755766
794,6,"('hours.per.week', 'workclass', 'occupation', 'relationship', 'race', 'sex')",38,0.874298930843741
795,6,"('hours.per.week', 'workclass', 'occupation', 'relationship', 'race', 'native.country')",78,0.8726870163597326
796,6,"('hours.per.week', 'workclass', 'occupation', 'relationship', 'sex', 'native.country')",75,0.8745189679619995
797,6,"('hours.per.week', 'workclass', 'occupation', 'race', 'sex', 'native.country')",74,0.796277901749887
798,6,"('hours.per.week', 'workclass', 'relationship', 'race', 'sex', 'native.country')",65,0.840977308747417
799,6,"('hours.per.week', 'education', 'marital.status', 'occupation', 'relationship', 'race')",50,0.883590218141996
800,6,"('hours.per.week', 'education', 'marital.status', 'occupation', 'relationship', 'sex')",47,0.8851748178710611
801,6,"('hours.per.week', 'education', 'marital.status', 'occupation', 'relationship', 'native.country')",87,0.8831929933898865
802,6,"('hours.per.week', 'education', 'marital.status', 'occupation', 'race', 'sex')",46,0.8829463867251094
803,6,"('hours.per.week', 'education', 'marital.status', 'occupation', 'race', 'native.country')",86,0.8809749091762902
804,6,"('hours.per.week', 'education', 'marital.status', 'occupation', 'sex', 'native.country')",83,0.8840841480181124
805,6,"('hours.per.week', 'education', 'marital.status', 'relationship', 'race', 'sex')",37,0.8725250195129959
806,6,"('hours.per.week', 'education', 'marital.status', 'relationship', 'race', 'native.country')",77,0.8734898924515202
807,6,"('hours.per.week', 'education', 'marital.status', 'relationship', 'sex', 'native.country')",74,0.869890048509629
808,6,"('hours.per.week', 'education', 'marital.status', 'race', 'sex', 'native.country')",73,0.8743351021141907
809,6,"('hours.per.week', 'education', 'occupation', 'relationship', 'race', 'sex')",45,0.8836111413016062
810,6,"('hours.per.week', 'education', 'occupation', 'relationship', 'race', 'native.country')",85,0.8832050600339907
811,6,"('hours.per.week', 'education', 'occupation', 'relationship', 'sex', 'native.country')",82,0.8840789602210035
812,6,"('hours.per.week', 'education', 'occupation', 'race', 'sex', 'native.country')",81,0.8076523045513203
813,6,"('hours.per.week', 'education', 'relationship', 'race', 'sex', 'native.country')",72,0.8739956310149785
814,6,"('hours.per.week', 'marital.status', 'occupation', 'relationship', 'race', 'sex')",36,0.8712246594741442
815,6,"('hours.per.week', 'marital.status', 'occupation', 'relationship', 'race', 'native.country')",76,0.8699398914884816
816,6,"('hours.per.week', 'marital.status', 'occupation', 'relationship', 'sex', 'native.country')",73,0.8711476450496607
817,6,"('hours.per.week', 'marital.status', 'occupation', 'race', 'sex', 'native.country')",72,0.8695533002873524
818,6,"('hours.per.week', 'marital.status', 'relationship', 'race', 'sex', 'native.country')",63,0.8343716952872561
819,6,"('hours.per.week', 'occupation', 'relationship', 'race', 'sex', 'native.country')",71,0.8699060991526177
820,6,"('workclass', 'education', 'marital.status', 'occupation', 'relationship', 'race')",58,0.8785583988887451
821,6,"('workclass', 'education', 'marital.status', 'occupation', 'relationship', 'sex')",55,0.8804030190342281
822,6,"('workclass', 'education', 'marital.status', 'occupation', 'relationship', 'native.country')",95,0.8789282515621861
823,6,"('workclass', 'education', 'marital.status', 'occupation', 'race', 'sex')",54,0.8783131393315045
824,6,"('workclass', 'education', 'marital.status', 'occupation', 'race', 'native.country')",94,0.8763997593779321
825,6,"('workclass', 'education', 'marital.status', 'occupation', 'sex', 'native.country')",91,0.8788261293461701
826,6,"('workclass', 'education', 'marital.status', 'relationship', 'race', 'sex')",45,0.8692577678233219
827,6,"('workclass', 'education', 'marital.status', 'relationship', 'race', 'native.country')",85,0.86904288984031
828,6,"('workclass', 'education', 'marital.status', 'relationship', 'sex', 'native.country')",82,0.8705133866948425
829,6,"('workclass', 'education', 'marital.status', 'race', 'sex', 'native.country')",81,0.8682928375610727
830,6,"('workclass', 'education', 'occupation', 'relationship', 'race', 'sex')",53,0.8782764234856677
831,6,"('workclass', 'education', 'occupation', 'relationship', 'race', 'native.country')",93,0.8784447546040123
832,6,"('workclass', 'education', 'occupation', 'relationship', 'sex', 'native.country')",90,0.8796623678458845
833,6,"('workclass', 'education', 'occupation', 'race', 'sex', 'native.country')",89,0.7995619206291118
834,6,"('workclass', 'education', 'relationship', 'race', 'sex', 'native.country')",80,0.8680267694916716
835,6,"('workclass', 'marital.status', 'occupation', 'relationship', 'race', 'sex')",44,0.8653570603109789
836,6,"('workclass', 'marital.status', 'occupation', 'relationship', 'race', 'native.country')",84,0.8620795190126745
837,6,"('workclass', 'marital.status', 'occupation', 'relationship', 'sex', 'native.country')",81,0.8653617035327008
838,6,"('workclass', 'marital.status', 'occupation', 'race', 'sex', 'native.country')",80,0.8607375706113644
839,6,"('workclass', 'marital.status', 'relationship', 'race', 'sex', 'native.country')",71,0.819689340951427
840,6,"('workclass', 'occupation', 'relationship', 'race', 'sex', 'native.country')",79,0.8634431644438818
841,6,"('education', 'marital.status', 'occupation', 'relationship', 'race', 'sex')",51,0.8774386945691044
842,6,"('education', 'marital.status', 'occupation', 'relationship', 'race', 'native.country')",91,0.876079405740994
843,6,"('education', 'marital.status', 'occupation', 'relationship', 'sex', 'native.country')",88,0.8780368103153355
844,6,"('education', 'marital.status', 'occupation', 'race', 'sex', 'native.country')",87,0.875768023267012
845,6,"('education', 'marital.status', 'relationship', 'race', 'sex', 'native.country')",78,0.8658723432746431
846,6,"('education', 'occupation', 'relationship', 'race', 'sex', 'native.country')",86,0.875639675446827
847,6,"('marital.status', 'occupation', 'relationship', 'race', 'sex', 'native.country')",77,0.8613889114362207
848,7,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'relationship')",55,0.8930860938146326
849,7,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'race')",54,0.8925235761016015
850,7,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'sex')",51,0.8941684230655995
851,7,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'native.country')",91,0.8919978315581323
852,7,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'relationship', 'race')",45,0.8847469822498232
853,7,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'relationship', 'sex')",42,0.8856246084789585
854,7,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'relationship', 'native.country')",82,0.8860406927365797
855,7,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'race', 'sex')",41,0.8870245398280655
856,7,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'race', 'native.country')",81,0.8842683291464084
857,7,"('age', 'hours.per.week', 'workclass', 'education', 'marital.status', 'sex', 'native.country')",78,0.8872330835394695
858,7,"('age', 'hours.per.week', 'workclass', 'education', 'occupation', 'relationship', 'race')",53,0.8935550878703914
859,7,"('age', 'hours.per.week', 'workclass', 'education', 'occupation', 'relationship', 'sex')",50,0.8943319389910475
860,7,"('age', 'hours.per.week', 'workclass', 'education', 'occupation', 'relationship', 'native.country')",90,0.8936563788923956
861,7,"('age', 'hours.per.week', 'workclass', 'education', 'occupation', 'race', 'sex')",49,0.8483114494280927
862,7,"('age', 'hours.per.week', 'workclass', 'education', 'occupation', 'race', 'native.country')",89,0.8359919503732464
863,7,"('age', 'hours.per.week', 'workclass', 'education', 'occupation', 'sex', 'native.country')",86,0.8460526653697746
864,7,"('age', 'hours.per.week', 'workclass', 'education', 'relationship', 'race', 'sex')",40,0.8867934678927523
865,7,"('age', 'hours.per.week', 'workclass', 'education', 'relationship', 'race', 'native.country')",80,0.8861238694614965
866,7,"('age', 'hours.per.week', 'workclass', 'education', 'relationship', 'sex', 'native.country')",77,0.887272952190179
867,7,"('age', 'hours.per.week', 'workclass', 'education', 'race', 'sex', 'native.country')",76,0.8369177285313478
868,7,"('age', 'hours.per.week', 'workclass', 'marital.status', 'occupation', 'relationship', 'race')",44,0.8824584758401136
869,7,"('age', 'hours.per.week', 'workclass', 'marital.status', 'occupation', 'relationship', 'sex')",41,0.8843024367627597
870,7,"('age', 'hours.per.week', 'workclass', 'marital.status', 'occupation', 'relationship', 'native.country')",81,0.8826349469274024
871,7,"('age', 'hours.per.week', 'workclass', 'marital.status', 'occupation', 'race', 'sex')",40,0.8828943654447082
872,7,"('age', 'hours.per.week', 'workclass', 'marital.status', 'occupation', 'race', 'native.country')",80,0.879418197439418
873,7,"('age', 'hours.per.week', 'workclass', 'marital.status', 'occupation', 'sex', 'native.country')",77,0.8832648486791238
874,7,"('age', 'hours.per.week', 'workclass', 'marital.status', 'relationship', 'race', 'sex')",31,0.8529089268173227
875,7,"('age', 'hours.per.week', 'workclass', 'marital.status', 'relationship', 'race', 'native.country')",71,0.8552180124442927
876,7,"('age', 'hours.per.week', 'workclass', 'marital.status', 'relationship', 'sex', 'native.country')",68,0.8546285525805307
877,7,"('age', 'hours.per.week', 'workclass', 'marital.status', 'race', 'sex', 'native.country')",67,0.8535952637762668
878,7,"('age', 'hours.per.week', 'workclass', 'occupation', 'relationship', 'race', 'sex')",39,0.8847337977930825
879,7,"('age', 'hours.per.week', 'workclass', 'occupation', 'relationship', 'race', 'native.country')",79,0.8824799149132485
880,7,"('age', 'hours.per.week', 'workclass', 'occupation', 'relationship', 'sex', 'native.country')",76,0.884713820474934
881,7,"('age', 'hours.per.week', 'workclass', 'occupation', 'race', 'sex', 'native.country')",75,0.8338504506561961
882,7,"('age', 'hours.per.week', 'workclass', 'relationship', 'race', 'sex', 'native.country')",66,0.855878897669355
883,7,"('age', 'hours.per.week', 'education', 'marital.status', 'occupation', 'relationship', 'race')",51,0.891979831908495
884,7,"('age', 'hours.per.week', 'education', 'marital.status', 'occupation', 'relationship', 'sex')",48,0.8917951348666742
885,7,"('age', 'hours.per.week', 'education', 'marital.status', 'occupation', 'relationship', 'native.country')",88,0.8906101961480292
886,7,"('age', 'hours.per.week', 'education', 'marital.status', 'occupation', 'race', 'sex')",47,0.8920483050979593
887,7,"('age', 'hours.per.week', 'education', 'marital.status', 'occupation', 'race', 'native.country')",87,0.8894207001932497
888,7,"('age', 'hours.per.week', 'education', 'marital.status', 'occupation', 'sex', 'native.country')",84,0.893338203557006
889,7,"('age', 'hours.per.week', 'education', 'marital.status', 'relationship', 'race', 'sex')",38,0.8829371002816659
890,7,"('age', 'hours.per.week', 'education', 'marital.status', 'relationship', 'race', 'native.country')",78,0.8796906571041522
891,7,"('age', 'hours.per.week', 'education', 'marital.status', 'relationship', 'sex', 'native.country')",75,0.883447195448221
892,7,"('age', 'hours.per.week', 'education', 'marital.status', 'race', 'sex', 'native.country')",74,0.8816643702782447
893,7,"('age', 'hours.per.week', 'education', 'occupation', 'relationship', 'race', 'sex')",46,0.8925719286636051
894,7,"('age', 'hours.per.week', 'education', 'occupation', 'relationship', 'race', 'native.country')",86,0.8913793945514029
895,7,"('age', 'hours.per.week', 'education', 'occupation', 'relationship', 'sex', 'native.country')",83,0.8925404006148773
896,7,"('age', 'hours.per.week', 'education', 'occupation', 'race', 'sex', 'native.country')",82,0.8450680157461394
897,7,"('age', 'hours.per.week', 'education', 'relationship', 'race', 'sex', 'native.country')",73,0.8841698469869275
898,7,"('age', 'hours.per.week', 'marital.status', 'occupation', 'relationship', 'race', 'sex')",37,0.8816991944411579
899,7,"('age', 'hours.per.week', 'marital.status', 'occupation', 'relationship', 'race', 'native.country')",77,0.8798724879597248
900,7,"('age', 'hours.per.week', 'marital.status', 'occupation', 'relationship', 'sex', 'native.country')",74,0.8817901958545317
901,7,"('age', 'hours.per.week', 'marital.status', 'occupation', 'race', 'sex', 'native.country')",73,0.8799033854474781
902,7,"('age', 'hours.per.week', 'marital.status', 'relationship', 'race', 'sex', 'native.country')",64,0.851173021116226
903,7,"('age', 'hours.per.week', 'occupation', 'relationship', 'race', 'sex', 'native.country')",72,0.8816224379734365
904,7,"('age', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'race')",59,0.8871450629597937
905,7,"('age', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'sex')",56,0.8879602636524477
906,7,"('age', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'native.country')",96,0.8862413544358017
907,7,"('age', 'workclass', 'education', 'marital.status', 'occupation', 'race', 'sex')",55,0.887392214199958
908,7,"('age', 'workclass', 'education', 'marital.status', 'occupation', 'race', 'native.country')",95,0.8863955839178059
909,7,"('age', 'workclass', 'education', 'marital.status', 'occupation', 'sex', 'native.country')",92,0.8873430017820799
910,7,"('age', 'workclass', 'education', 'marital.status', 'relationship', 'race', 'sex')",46,0.8798037568134979
911,7,"('age', 'workclass', 'education', 'marital.status', 'relationship', 'race', 'native.country')",86,0.8774020933707174
912,7,"('age', 'workclass', 'education', 'marital.status', 'relationship', 'sex', 'native.country')",83,0.878846364621081
913,7,"('age', 'workclass', 'education', 'marital.status', 'race', 'sex', 'native.country')",82,0.8794698174537443
914,7,"('age', 'workclass', 'education', 'occupation', 'relationship', 'race', 'sex')",54,0.8873784565059677
915,7,"('age', 'workclass', 'education', 'occupation', 'relationship', 'race', 'native.country')",94,0.8859719615903527
916,7,"('age', 'workclass', 'education', 'occupation', 'relationship', 'sex', 'native.country')",91,0.8865107472812503
917,7,"('age', 'workclass', 'education', 'occupation', 'race', 'sex', 'native.country')",90,0.83696467666209
918,7,"('age', 'workclass', 'education', 'relationship', 'race', 'sex', 'native.country')",81,0.8797135292704112
919,7,"('age', 'workclass', 'marital.status', 'occupation', 'relationship', 'race', 'sex')",45,0.8749862996297346
920,7,"('age', 'workclass', 'marital.status', 'occupation', 'relationship', 'race', 'native.country')",85,0.8723330996818304
921,7,"('age', 'workclass', 'marital.status', 'occupation', 'relationship', 'sex', 'native.country')",82,0.8758605724209597
922,7,"('age', 'workclass', 'marital.status', 'occupation', 'race', 'sex', 'native.country')",81,0.8739056900905164
923,7,"('age', 'workclass', 'marital.status', 'relationship', 'race', 'sex', 'native.country')",72,0.84203312577559
924,7,"('age', 'workclass', 'occupation', 'relationship', 'race', 'sex', 'native.country')",80,0.8753642922721199
925,7,"('age', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'sex')",52,0.884892985777296
926,7,"('age', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'native.country')",92,0.884570912428609
927,7,"('age', 'education', 'marital.status', 'occupation', 'relationship', 'sex', 'native.country')",89,0.885293420658003
928,7,"('age', 'education', 'marital.status', 'occupation', 'race', 'sex', 'native.country')",88,0.8854970918527854
929,7,"('age', 'education', 'marital.status', 'relationship', 'race', 'sex', 'native.country')",79,0.8751408443922264
930,7,"('age', 'education', 'occupation', 'relationship', 'race', 'sex', 'native.country')",87,0.8853401394938452
931,7,"('age', 'marital.status', 'occupation', 'relationship', 'race', 'sex', 'native.country')",78,0.8721582049969778
932,7,"('hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'race')",59,0.886936777205152
933,7,"('hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'sex')",56,0.8867890539659304
934,7,"('hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'relationship', 'native.country')",96,0.8867034696445655
935,7,"('hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'race', 'sex')",55,0.8858739380206715
936,7,"('hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'race', 'native.country')",95,0.8844107212792087
937,7,"('hours.per.week', 'workclass', 'education', 'marital.status', 'occupation', 'sex', 'native.country')",92,0.8860312916456863
938,7,"('hours.per.week', 'workclass', 'education', 'marital.status', 'relationship', 'race', 'sex')",46,0.8779736109085673
939,7,"('hours.per.week', 'workclass', 'education', 'marital.status', 'relationship', 'race', 'native.country')",86,0.8781552697929651
940,7,"('hours.per.week', 'workclass', 'education', 'marital.status', 'relationship', 'sex', 'native.country')",83,0.8785306542058646
941,7,"('hours.per.week', 'workclass', 'education', 'marital.status', 'race', 'sex', 'native.country')",82,0.8763882086473527
942,7,"('hours.per.week', 'workclass', 'education', 'occupation', 'relationship', 'race', 'sex')",54,0.8867432523096874
943,7,"('hours.per.week', 'workclass', 'education', 'occupation', 'relationship', 'race', 'native.country')",94,0.8855720426231704
944,7,"('hours.per.week', 'workclass', 'education', 'occupation', 'relationship', 'sex', 'native.country')",91,0.8854602040357737
945,7,"('hours.per.week', 'workclass', 'education', 'occupation', 'race', 'sex', 'native.country')",90,0.8133807217102832
946,7,"('hours.per.week', 'workclass', 'education', 'relationship', 'race', 'sex', 'native.country')",81,0.8780477591468029
947,7,"('hours.per.week', 'workclass', 'marital.status', 'occupation', 'relationship', 'race', 'sex')",45,0.8748979637695714
948,7,"('hours.per.week', 'workclass', 'marital.status', 'occupation', 'relationship', 'race', 'native.country')",85,0.8733090074374095
949,7,"('hours.per.week', 'workclass', 'marital.status', 'occupation', 'relationship', 'sex', 'native.country')",82,0.8758403658079115
950,7,"('hours.per.week', 'workclass', 'marital.status', 'occupation', 'race', 'sex', 'native.country')",81,0.8733468984196078
951,7,"('hours.per.week', 'workclass', 'marital.status', 'relationship', 'race', 'sex', 'native.country')",72,0.8444180506906821
952,7,"('hours.per.week', 'workclass', 'occupation', 'relationship', 'race', 'sex', 'native.country')",80,0.8742646799180775
953,7,"('hours.per.week', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'sex')",52,0.884833684383825
954,7,"('hours.per.week', 'education', 'marital.status', 'occupation', 'relationship', 'race', 'native.country')",92,0.8833254111945438
955,7,"('hours.per.week', 'education', 'marital.status', 'occupation', 'relationship', 'sex', 'native.country')",89,0.8850769662725546
956,7,"('hours.per.week', 'education', 'marital.status', 'occupation', 'race', 'sex', 'native.country')",88,0.8835747980599818
957,7,"('hours.per.week', 'education', 'marital.status', 'relationship', 'race', 'sex', 'native.country')",79,0.8710692835176406
